Title,Salary,Location,Employment_Type,Working_hours,Suitable_candidates,Payment_type,Experience,With_accommodation,Is_executive,Link
Майстер/технік з підключення інтернету (авто — must have),35 000 - 40 000 грн. / за місяць,"Київ, Солом'янський",Повна зайнятість,Повний робочий день,"Підходить кандидатам: Старше 45 років, З інвалідністю, Зі статусом УБД",,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-tehnk-z-pdklyuchennya-nternetu-avto-must-have-IDVOw84.html
Требуется мастер инженер по ремонту лазерных принтеров,100 - 500 грн. / за годину,"Київ, Святошинський",Часткова зайнятість,Гнучкий графік,,,"Досвід роботи: Від 3 до 6 років, Більше 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/trebuetsya-master-inzhener-po-remontu-lazernyh-printerov-IDTDxm5.html
Выездной Компьютерный Мастер,35 000 - 37 000 грн. / за місяць,Полтава,Повна зайнятість,Гнучкий графік,"Підходить кандидатам: Студентам, З інвалідністю, Зі статусом УБД",,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/vyezdnoy-kompyuternyy-master-IDTZvD0.html
Trainee JavaScript Developer,700 $ / за місяць,"Київ, Солом'янський",Повна зайнятість,Повний робочий день,"Підходить кандидатам: Старше 45 років, З інвалідністю, Пенсійного віку, Студентам, В декреті",,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/trainee-javascript-developer-IDVE7io.html
Виїзний Комп'ютерний Майстер,27 000 - 32 000 грн. / за місяць,Тернопіль,Повна зайнятість,Гнучкий графік,"Підходить кандидатам: Старше 45 років, Студентам, З інвалідністю, В декреті, Пенсійного віку, Зі статусом УБД",,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років, Від 3 до 6 років, Більше 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/vizniy-kompyuterniy-mayster-IDTYujL.html
Комп'ютерний майстер (Чернігів),35 000 - 40 000 грн. / за місяць,Чернігів,Повна зайнятість,Повний робочий день,,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/kompyuterniy-mayster-cherngv-IDVJNMm.html
Майстер з ремонту комп'ютерної техніки,22 000 - 50 000 грн. / за місяць,"Кривий Ріг, Саксаганський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-z-remontu-kompyuterno-tehnki-IDTn5gp.html
Майстр по ремонту принтерів та ПК,20 000 - 25 000 грн. / за місяць,"Кривий Ріг, Центрально-Міський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/maystr-po-remontu-printerv-ta-pk-IDVdl5O.html
Майстер з ремонту комп'ютерної техніки,22 000 - 50 000 грн. / за місяць,"Харків, Шевченківський",Повна зайнятість,Гнучкий графік,,,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-z-remontu-kompyuterno-tehnki-IDUh0bQ.html
Технік з обслуговування мережі (власне авто обов’язкове),35 000 - 45 000 грн. / за місяць,"Київ, Солом'янський",Повна зайнятість,Повний робочий день,"Підходить кандидатам: Старше 45 років, З інвалідністю, Зі статусом УБД",,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/tehnk-z-obslugovuvannya-merezh-vlasne-avto-obovyazkove-IDVOuhN.html
Майстер з ремонту мобільних телефонів,16 000 - 40 000 грн. / за місяць,Бровари,Повна зайнятість,Повний робочий день,,,"Досвід роботи: Від 1 до 3 років, Від 3 до 6 років, Більше 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-z-remontu-moblnih-telefonv-IDVMONh.html
Мастер по ремонту телефонов и ноутбуков,15 000 - 30 000 грн. / за місяць,"Миколаїв, Центральний",Повна зайнятість,Повний робочий день,,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/master-po-remontu-telefonov-i-noutbukov-IDVORm6.html
Нужен Комп'ютерний мастер Одесса ( Пересыпский Район),50 000 - 80 000 грн. / за місяць,"Одеса, Пересипський",Часткова зайнятість,Гнучкий графік,"Підходить кандидатам: Молодше 18 років, Студентам",,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/nuzhen-kompyuterniy-master-odessa-peresypskiy-rayon-IDVswbu.html
"Сервисный Мастер по ремонту телевизоров, ноутбуков и др. Электронщик",37 000 - 40 000 грн. / за місяць,"Кривий Ріг, Центрально-Міський",Повна зайнятість,Гнучкий графік,"Підходить кандидатам: Старше 45 років, Студентам, З інвалідністю, Пенсійного віку, Зі статусом УБД",,"Досвід роботи: Від 1 до 3 років, Від 3 до 6 років, Більше 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/servisnyy-master-po-remontu-televizorov-noutbukov-i-dr-elektronschik-IDUFTIv.html
Junior QA Manual / Automation Engineer,25 000 - 40 000 грн. / за місяць,"Київ, Дарницький",Повна зайнятість,Повний робочий день,,,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/junior-qa-manual-automation-engineer-IDVFcNv.html
Комп'ютерний майстер,35 000 - 40 000 грн. / за місяць,"Кривий Ріг, Центрально-Міський",Повна зайнятість,Гнучкий графік,Підходить кандидатам: Студентам,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/kompyuterniy-mayster-IDVHkJV.html
Потрібен Оператор ПК,8 000 - 12 000 грн. / за місяць,"Київ, Голосіївський",Повна зайнятість,Повний робочий день,"Підходить кандидатам: Старше 45 років, Пенсійного віку",,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/potrben-operator-pk-IDVeOAD.html
Технік-монтажник із підключення інтернету,10 000 - 20 000 грн. / за місяць,"Харків, Слобідський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/tehnk-montazhnik-z-pdklyuchennya-nternetu-IDVEF5q.html
Комп'ютерний Майстер. Майстер з ремонту електроніки,40 000 - 50 000 грн. / за місяць,"Дніпро, Центральний",Повна зайнятість,Повний робочий день,,,,False,False,https://www.olx.ua/uk/obyavlenie/rabota/kompyuterniy-mayster-mayster-z-remontu-elektronki-IDVuB08.html
Майстер з ремонту кондиціонерів (кондиціонерщик),50 000 - 100 000 грн. / за місяць,"Київ, Шевченківський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Від 3 до 6 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-z-remontu-konditsonerv-konditsonerschik-IDUUKxV.html
Майстер по ремонту комп'ютерної техніки,22 000 - 50 000 грн. / за місяць,"Київ, Солом'янський",Повна зайнятість,Гнучкий графік,,,"Досвід роботи: Від 1 до 3 років, Від 3 до 6 років, Більше 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-po-remontu-kompyuterno-tehnki-IDTwi7S.html
Майстер з ремонту комп'ютерної техніки,22 000 - 50 000 грн. / за місяць,"Запоріжжя, Вознесенівський",Повна зайнятість,Повний робочий день,,,,False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-z-remontu-kompyuterno-tehnki-IDWBVQf.html
Профессиональная команда в поиске специалиста в IT сфере,2 000 - 3 000 $ / за місяць,"Київ, Шевченківський",Часткова зайнятість,Повний робочий день,,,,False,False,https://www.olx.ua/uk/obyavlenie/rabota/professionalnaya-komanda-v-poiske-spetsialista-v-it-sfere-IDVRBUm.html
Работа бренд-менеджер. Админ сервисного центра,10 000 - 21 000 грн. / за місяць,"Харків, Шевченківський",Повна зайнятість,Повний робочий день,"Підходить кандидатам: Старше 45 років, З інвалідністю",,"Досвід роботи: Більше 6 років, Від 1 до 3 років, Від 3 до 6 років, Без досвіду роботи",False,False,https://www.olx.ua/uk/obyavlenie/rabota/rabota-brend-menedzher-admin-servisnogo-tsentra-IDImE4e.html
Комп'ютерний майстер. Сервіс інженер,35 000 - 45 000 грн. / за місяць,Хмельницький,Повна зайнятість,Повний робочий день,"Підходить кандидатам: Зі статусом УБД, Студентам, З інвалідністю, Пенсійного віку, Старше 45 років",,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/kompyuterniy-mayster-servs-nzhener-IDVGQzL.html
Junior Android Developer,28 000 - 33 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,"Підходить кандидатам: Молодше 18 років, Студентам",,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/junior-android-developer-IDWN13J.html
На роботу потрібен майстер з ремонту телефонів ( переклейщик),25 000 - 30 000 грн. / за місяць,Чернівці,Повна зайнятість,Повний робочий день,"Підходить кандидатам: Студентам, З інвалідністю, В декреті, Пенсійного віку, Старше 45 років, Молодше 18 років",,Досвід роботи: Від 1 до 3 років,False,True,https://www.olx.ua/uk/obyavlenie/rabota/na-robotu-potrben-mayster-z-remontu-telefonv-perekleyschik-IDUAkkE.html
Помічник майстра,12 000 - 18 000 грн. / за місяць,Софіївська Борщагівка,Повна зайнятість,Повний робочий день,"Підходить кандидатам: Зі статусом УБД, Студентам",,"Досвід роботи: Від 3 до 6 років, Без досвіду роботи, Від 1 до 3 років, Більше 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/pomchnik-maystra-IDWBjKu.html
Спеціаліст з ведення перемовин (чеська\словацька\польська мова),1 500 - 2 000 $ / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,,,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років, Від 3 до 6 років, Більше 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/spetsalst-z-vedennya-peremovin-cheska-slovatska-polska-mova-IDVH9aT.html
Заправщик картриджей,19 000 - 20 000 грн. / за місяць,"Київ, Дарницький",Повна зайнятість,Повний робочий день,,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/zapravschik-kartridzhey-IDVo6pl.html
"Junior HTML-верстальник (Київ, не дистанційно)",20 000 - 24 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/junior-html-verstalnik-kiv-ne-distantsyno-IDVa0gp.html
Проєктувальник (можливо без досвіду роботи),15 000 - 19 000 грн. / за місяць,"Харків, Немишлянський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/proktuvalnik-mozhlivo-bez-dosvdu-roboti-IDVIkNa.html
Онлайн робота. Редагування тексту. Без досвіду. Щоденна оплата,20 000 - 26 000 грн. / за місяць,"Київ, Подільський",Віддалена робота,Гнучкий графік,"Підходить кандидатам: Старше 45 років, З інвалідністю, Студентам, В декреті, Зі статусом УБД, Молодше 18 років",,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років, Від 3 до 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/onlayn-robota-redaguvannya-tekstu-bez-dosvdu-schodenna-oplata-IDVSccw.html
Профессиональная команда в поиске специалиста в IT сфере,2 000 - 3 000 $ / за місяць,"Київ, Шевченківський",Часткова зайнятість,Повний робочий день,,,,False,False,https://www.olx.ua/uk/obyavlenie/rabota/professionalnaya-komanda-v-poiske-spetsialista-v-it-sfere-IDVRBUm.html
Необхiдний технiчний спецiалiст з ремонту,30 000 - 60 000 грн. / за місяць,"Київ, Подільський",Повна зайнятість,Гнучкий графік,,,,False,False,https://www.olx.ua/uk/obyavlenie/rabota/neobhidniy-tehnichniy-spetsialist-z-remontu-IDVmx7n.html
"Аккаунт менеджер (чеська, словацька, польська)",45 000 - 60 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/akkaunt-menedzher-cheska-slovatska-polska-IDVowFK.html
В СЦ требуется мастре,35 000 - 50 000 грн. / за місяць,"Одеса, Приморський",Повна зайнятість,Повний робочий день,,,"Досвід роботи: Від 3 до 6 років, Від 1 до 3 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/v-sts-trebuetsya-mastre-IDP9XR8.html
Монтажник интернет и кабельного телевидения,25 000 - 30 000 грн. / за місяць,"Одеса, Київський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/montazhnik-internet-i-kabelnogo-televideniya-IDTY8K5.html
Помічник керівника (чеська\словацька\угорська\польська мова),1 500 - 2 000 $ / за місяць,Ужгород,Повна зайнятість,Повний робочий день,,,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років, Від 3 до 6 років, Більше 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/pomchnik-kervnika-cheska-slovatska-ugorska-polska-mova-IDVHfGE.html
Робота в ІТ сфері з ПЕОМ.,10 200 - 12 200 грн. / за місяць,Сміла,Повна зайнятість,Повний робочий день,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/robota-v-t-sfer-z-peom-IDL9MsZ.html
Майстер з ремонту комп'ютерної техніки,22 000 - 50 000 грн. / за місяць,"Дніпро, Центральний",Повна зайнятість,Повний робочий день,,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-z-remontu-kompyuterno-tehnki-IDTna38.html
"Мастер телефонов , планшетов , ноутбуков. Одесса , Таирова.",40 000 - 80 000 грн. / за місяць,"Одеса, Київський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Від 3 до 6 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/master-telefonov-planshetov-noutbukov-odessa-tairova-IDVE8zf.html
Майстер з ремонту комп'ютерної техніки,22 000 - 50 000 грн. / за місяць,"Кривий Ріг, Саксаганський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-z-remontu-kompyuterno-tehnki-IDTn5gp.html
Провідний майстер з ремонту техніки (мультибренд),40 000 - 60 000 грн. / за місяць,"Львів, Шевченківський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/provdniy-mayster-z-remontu-tehnki-multibrend-IDVHdZ4.html
Майстер ремонт цифрової техніки 50000 за місяць,30 000 - 50 000 грн. / за місяць,Чернівці,Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-remont-tsifrovo-tehnki-50000-za-msyats-IDVIe4R.html
Терміново Системний Адміністратор,30 000 - 50 000 грн. / за місяць,Умань,Повна зайнятість,Повний робочий день,,,,False,False,https://www.olx.ua/uk/obyavlenie/rabota/termnovo-sistemniy-admnstrator-IDVPdkR.html
Работа в популярных компьютерных играх.,10 000 - 25 000 грн. / за місяць,"Львів, Галицький",Віддалена робота,Гнучкий графік,"Підходить кандидатам: Старше 45 років, Молодше 18 років, Студентам, З інвалідністю, В декреті",,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/rabota-v-populyarnyh-kompyuternyh-igrah-IDTEEqT.html
Монтажник слаботочных систем (электротехник),18 000 - 32 000 грн. / за місяць,"Одеса, Київський",Часткова зайнятість,Гнучкий графік,,,,False,False,https://www.olx.ua/uk/obyavlenie/rabota/montazhnik-slabotochnyh-sistem-elektrotehnik-IDVMgbD.html
Вакансія SEO Manager,2 200 - 2 500 $ / за місяць,"Київ, Голосіївський",Повна зайнятість,Повний робочий день,"Підходить кандидатам: Зі статусом УБД, З інвалідністю",,Досвід роботи: Від 3 до 6 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/vakansya-seo-manager-IDVPHTu.html
Виїзний Комп’ютерній Майстер,33 000 - 37 000 грн. / за місяць,Чернівці,Повна зайнятість,Гнучкий графік,"Підходить кандидатам: Студентам, З інвалідністю, Зі статусом УБД, Старше 45 років",,"Досвід роботи: Від 1 до 3 років, Від 3 до 6 років, Більше 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/vizniy-kompyuterny-mayster-IDUhmKz.html
Майстер по ремонту технiки,40 000 - 80 000 грн. / за місяць,"Київ, Подільський",Повна зайнятість,Гнучкий графік,,,,False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-po-remontu-tehniki-IDVmvCr.html
Оператор фото-копі-центра. Поліграфічні послуги. Ксерокс,16 000 - 25 000 грн. / за місяць,"Київ, Оболонський",Повна зайнятість,Позмінний графік,Підходить кандидатам: Студентам,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/operator-foto-kop-tsentra-polgrafchn-poslugi-kseroks-IDT0zuj.html
Системний адміністратор,20 000 - 36 000 грн. / за місяць,"Дніпро, Центральний",Повна зайнятість,Повний робочий день,,,,False,False,https://www.olx.ua/uk/obyavlenie/rabota/sistemniy-admnstrator-IDVOjSp.html
Фахівець із налаштування мережі інтернет (з власним авто),35 000 - 40 000 грн. / за місяць,"Київ, Солом'янський",Повна зайнятість,Повний робочий день,"Підходить кандидатам: Старше 45 років, З інвалідністю, Зі статусом УБД",,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/fahvets-z-nalashtuvannya-merezh-nternet-z-vlasnim-avto-IDVOuUY.html
Майстер з обслуговування мережі інтернет,20 000 - 30 000 грн. / за місяць,"Київ, Дарницький",Повна зайнятість,Повний робочий день,"Підходить кандидатам: Зі статусом УБД, Студентам",,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-z-obslugovuvannya-merezh-nternet-IDTvV3d.html
Майстер з ремонту комп'ютерів,34 000 - 36 000 грн. / за місяць,Тернопіль,Повна зайнятість,Гнучкий графік,"Підходить кандидатам: Зі статусом УБД, Студентам",,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-z-remontu-kompyuterv-IDVvwme.html
Професійний media buyer,,"Львів, Галицький",Віддалена робота,Гнучкий графік,,,"Досвід роботи: Від 3 до 6 років, Більше 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/profesyniy-media-buyer-IDVLSfL.html
Tilda-верстальник,26 000 - 32 000 грн. / за місяць,"Київ, Подільський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/tilda-verstalnik-IDVKVgB.html
Необхiдний технiчний спецiалiст з ремонту,30 000 - 60 000 грн. / за місяць,"Київ, Подільський",Повна зайнятість,Гнучкий графік,,,,False,False,https://www.olx.ua/uk/obyavlenie/rabota/neobhidniy-tehnichniy-spetsialist-z-remontu-IDVmx7n.html
Інженер сервісний (на власному авто),24 000 - 30 000 грн. / за місяць,"Київ, Подільський",Повна зайнятість,Гнучкий графік,"Підходить кандидатам: Старше 45 років, З інвалідністю, Пенсійного віку, Студентам, Зі статусом УБД",,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/nzhener-servsniy-na-vlasnomu-avto-IDVPhFf.html
Майстер з ремонту комп'ютерної техніки,22 000 - 50 000 грн. / за місяць,"Одеса, Приморський",Повна зайнятість,Повний робочий день,,,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років, Від 3 до 6 років, Більше 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-z-remontu-kompyuterno-tehnki-IDTmvjB.html
Спеціаліст з ремонту мобільних телефонів,10 000 - 40 000 грн. / за місяць,"Запоріжжя, Комунарський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/spetsalst-z-remontu-moblnih-telefonv-IDUZtC3.html
Монтажник кабельних мереж (інтернет),,"Київ, Дніпровський",Повна зайнятість,Повний робочий день,"Підходить кандидатам: Старше 45 років, З інвалідністю, Студентам",,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/montazhnik-kabelnih-merezh-nternet-IDVQWHJ.html
"Інженер з монтажу засобів безпеки, електромонтажу",25 000 - 40 000 грн. / за місяць,Полтава,Повна зайнятість,Повний робочий день,,,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років",False,True,https://www.olx.ua/uk/obyavlenie/rabota/nzhener-z-montazhu-zasobv-bezpeki-elektromontazhu-IDWm0Sm.html
Програміст 1С,20 000 грн. / за місяць,Кременчук,Повна зайнятість,Повний робочий день,,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/programst-1s-IDVI7uw.html
Помічник інженера ВОЛЗ,,Васильків,Повна зайнятість,Повний робочий день,,,Досвід роботи: Без досвіду роботи,False,False,https://www.olx.ua/uk/obyavlenie/rabota/pomchnik-nzhenera-volz-IDOh1KT.html
"Системний адміністратор у ""Порядний Газда""",1 - 2 грн. / за годину,Мукачево,Часткова зайнятість,Неповний робочий день,,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/sistemniy-admnstrator-u-poryadniy-gazda-IDVF0qW.html
"РОБОТА! Оператор комп'ютерного набору, 1 С, м.Вінниця",11 999 - 12 000 грн. / за місяць,"Вінниця, Замостянський",Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/robota-operator-kompyuternogo-naboru-1-s-m-vnnitsya-IDUZK12.html
Майстер з ремонту комп'ютерної техніки Домофон-Сек'юріті (РАМсервіс),20 000 - 40 000 грн. / за місяць,Івано-Франківськ,Часткова зайнятість,Повний робочий день,"Підходить кандидатам: Студентам, З інвалідністю, Пенсійного віку, Старше 45 років",,"Досвід роботи: Від 1 до 3 років, Від 3 до 6 років, Більше 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-z-remontu-kompyuterno-tehnkidomofon-sekyurt-ramservs-IDVeWuN.html
"Майстер, інженер з ремонту ноутбуків",20 000 - 50 000 грн. / за місяць,"Дніпро, Центральний",Повна зайнятість,Повний робочий день,,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-nzhener-z-remontu-noutbukv-IDVKQ59.html
Монтажник інтернету (робота з власним авто),35 000 - 40 000 грн. / за місяць,"Київ, Солом'янський",Повна зайнятість,Повний робочий день,"Підходить кандидатам: Старше 45 років, З інвалідністю, Зі статусом УБД",,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/montazhnik-nternetu-robota-z-vlasnim-avto-IDVOuve.html
Майстер з ремонту комп'ютерної техніки,22 000 - 50 000 грн. / за місяць,"Запоріжжя, Вознесенівський",Повна зайнятість,Повний робочий день,,,,False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-z-remontu-kompyuterno-tehnki-IDWBVQf.html
Профессиональная команда в поиске специалиста в IT сфере,2 000 - 3 000 $ / за місяць,"Київ, Шевченківський",Часткова зайнятість,Повний робочий день,,,,False,False,https://www.olx.ua/uk/obyavlenie/rabota/professionalnaya-komanda-v-poiske-spetsialista-v-it-sfere-IDVRBUm.html
"Оператор комп'ютерного набору, оператор 1С, Мукачево",12 000 - 12 100 грн. / за місяць,Мукачево,Повна зайнятість,Повний робочий день,Підходить кандидатам: Студентам,,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років, Від 3 до 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/operator-kompyuternogo-naboru-operator-1s-mukachevo-IDJicak.html
Друкар цифрового друку,25 000 - 25 500 грн. / за місяць,"Дніпро, Соборний",Повна зайнятість,Повний робочий день,,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/drukar-tsifrovogo-druku-IDVEJNk.html
Ремонт зарядных станций и компьютеров,50 000 - 80 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Гнучкий графік,,,,False,False,https://www.olx.ua/uk/obyavlenie/rabota/remont-zaryadnyh-stantsiy-i-kompyuterov-IDVmIOL.html
Требуется мастер Бытовой техники. Инженер,25 000 - 52 000 грн. / за місяць,Інженерний,Повна зайнятість,Гнучкий графік,"Підходить кандидатам: Студентам, З інвалідністю, Пенсійного віку, Старше 45 років",,"Досвід роботи: Більше 6 років, Від 3 до 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/trebuetsya-master-bytovoy-tehniki-inzhener-IDvI3fc.html
"Пропоную роботу електронщику, електрику чи помічнику електрика",15 000 - 25 000 грн. / за місяць,Березне,Повна зайнятість,Повний робочий день,"Підходить кандидатам: Старше 45 років, Молодше 18 років, Студентам, З інвалідністю, Зі статусом УБД",,"Досвід роботи: Без досвіду роботи, Від 1 до 3 років, Від 3 до 6 років, Більше 6 років",False,True,https://www.olx.ua/uk/obyavlenie/rabota/proponuyu-robotu-elektronschiku-elektriku-chi-pomchniku-elektrika-IDWmTGn.html
Майстер з ремонту мобільних телефонів,12 000 - 20 000 грн. / за місяць,Ковель,Повна зайнятість,Повний робочий день,,,,False,False,https://www.olx.ua/uk/obyavlenie/rabota/mayster-z-remontu-moblnih-telefonv-IDVoHMP.html
UAinet шукає технічного спеціаліста,,Ковель,Повна зайнятість,Повний робочий день,,,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/uainet-shuka-tehnchnogo-spetsalsta-IDV3ZKS.html
"Мастер по ремонту ноутбуков, телевизоров, телемастер, компьютеров",10 000 - 18 000 грн. / за місяць,"Київ, Оболонський",Часткова зайнятість,Неповний робочий день,"Підходить кандидатам: Студентам, Молодше 18 років, З інвалідністю, Старше 45 років, В декреті, Пенсійного віку, Зі статусом УБД",,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/master-po-remontu-noutbukov-televizorov-telemaster-kompyuterov-IDV82HM.html
Middle Node.js/MongoDB Engineer,4 000 - 5 000 $ / за місяць,"Львів, Франківський",Повна зайнятість,Повний робочий день,,,Досвід роботи: Від 3 до 6 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/middle-node-js-mongodb-engineer-IDVE0Vm.html
Системний адміністратор,25 000 - 30 000 грн. / за місяць,"Київ, Печерський",Повна зайнятість,Повний робочий день,,,"Досвід роботи: Від 1 до 3 років, Від 3 до 6 років",False,False,https://www.olx.ua/uk/obyavlenie/rabota/sistemniy-admnstrator-IDWaSkZ.html
Шукаю системного адміністратора системи,15 000 - 20 000 грн. / за місяць,Козятин,Повна зайнятість,Повний робочий день,"Підходить кандидатам: Молодше 18 років, Зі статусом УБД, З інвалідністю, Студентам, Старше 45 років",,Досвід роботи: Від 1 до 3 років,False,False,https://www.olx.ua/uk/obyavlenie/rabota/shukayu-sistemnogo-admnstratora-sistemi-IDVIBjK.html
